,Product Name,Product Price,Key Features,Availability,Image Link,Product Link,brand
7828,Sennheiser 2.4/5 GHz Antenna Module for ADN-W D1/C1 Wireless Conference Units (US),"$1,890",,Special Order,,https://www.bhphotovideo.com/c/product/1314129-REG/sennheiser_adn_wam_us_antenna_module_us.html,Sennheiser
7829,"Bosch Conference Software Simultaneous Interpretation, E-Code","$1,902",,Special Order,,https://www.bhphotovideo.com/c/product/1271460-REG/bosch_f_01u_247_524_conference_software_simultaneous_interpretation.html,Bosch
7830,Bosch DICENTIS System Server Software,"$1,907",,Special Order,,https://www.bhphotovideo.com/c/product/1320471-REG/bosch_f_01u_287_751_dicentis_system_server_software.html,Bosch
7831,Williams Sound IC-2 Interpreter Control Console (U.S.),"$1,926","Ideal for FM, IR, and Digi-Wave,Portable or Fixed Operation,Supports Multi-Language,Simultaneous Interpretation",Special Order,,https://www.bhphotovideo.com/c/product/744705-REG/Williams_Sound_IC_2_IC_2_Interpreter_Control_Console.html,Williams
7832,Bosch 6-Channel Interpreter Desk with Loudspeaker,"$1,985",,Special Order,,https://www.bhphotovideo.com/c/product/1271338-REG/bosch_f_01u_135_367_6_channel_interpreter_desk_with.html,Bosch
7833,Bosch DCNM-PS2 DICENTIS Powering Switch,"$1,988",,Special Order,,https://www.bhphotovideo.com/c/product/1320493-REG/bosch_f_01u_308_937_dicentis_powering_switch.html,Bosch
7834,"ClearOne Converge Pro 2 128VT Advanced Multichannel Mic Auto Mixer with VoIP, Telco, and DSP","$3,816","12 Mic/Line Inputs + 8 Mic/Line Outputs,Automatic Echo Cancellation (AEC),Analog Telco Interface,Built-In USB Audio",Special Order,,https://www.bhphotovideo.com/c/product/1502407-REG/clearone_910_3200_009_dsp_mixer_12mic_line_in_8mic_line_out_usb.html,ClearOne
7835,ClearOne CONVERGE Pro 880 8-Channel AEC Microphone Mixer,"$3,822",,Special Order,,https://www.bhphotovideo.com/c/product/1283302-REG/clearone_910151880_converge_pro_880.html,ClearOne
7836,Audio-Technica ATUC-IRCU Hybrid IR Control Unit,"$3,900",,Special Order,,https://www.bhphotovideo.com/c/product/1485357-REG/audio_technica_atuc_ircu_hybrid_ir_control_unit.html,Audio-Technica
7837,Bosch DICENTIS Wireless Access Point,"$3,973",,Special Order,,https://www.bhphotovideo.com/c/product/1271444-REG/bosch_f_01u_299_021_dicentis_wireless_access_point.html,Bosch
7838,ClearOne CONVERGE Pro 880T Professional Conferencing System with Telephone Interface & Speaker Amplifier,"$3,997",,Special Order,,https://www.bhphotovideo.com/c/product/1283303-REG/clearone_910151881_converge_pro_880t.html,ClearOne
7839,"ClearOne B360 Beamforming Microphone Array Ceiling Tile (International, 600mm)","$3,999","For 600mm Drop-Ceiling Grids,35, 45 & 55° with Frequency Invariance,Beamforming Range: 100 Hz to 20 kHz,Up to 200' Range with Cat 6",Special Order,,https://www.bhphotovideo.com/c/product/1606684-REG/clearone_910_3200_208_i_600mm_beamforming_microphone_array.html,ClearOne
7840,ClearOne Beamforming Microphone Array (White),"$3,999",,Special Order,,https://www.bhphotovideo.com/c/product/1283317-REG/clearone_910001003_beamforming_microphone_array_white.html,ClearOne
7841,Sennheiser ADN CU1 Central Unit with Rackmount Kit,"$4,000","Power & Control for Conference System,Up to 40 Delegate & Chairperson Units,Front-Panel Controls,Control with Monitor, Mouse, & Keyboard",Special Order,,https://www.bhphotovideo.com/c/product/894715-REG/sennheiser_adn_cu1_kit_adn_cu1_central_unit.html,Sennheiser
7842,ClearOne CONVERGE Pro 880TA Digital Matrix Mixer with Four-Channel Power Amplifier (2RU),"$4,208",,Special Order,,https://www.bhphotovideo.com/c/product/1269560-REG/clearone_910_151_882_converge_pro_880ta_digital.html,ClearOne
7843,Summit Lecterns Freedom Lectern (Gray Granite),"$1,694","For Indoor & Outdoor Use,Molded Single-piece Construction,¼"" (0.64 cm) Thick Shell,Tough Polyethylene Plastic",Special Order,,https://www.bhphotovideo.com/c/product/822163-REG/Summit_Lecterns_SFL103GG0_Freedom_Lectern_Gray_Granite.html,Summit
7844,Summit Lecterns Freedom Lectern (Purple Granite),"$1,694","For Indoor & Outdoor Use,Molded Single-piece Construction,¼"" (0.64 cm) Thick Shell,Tough Polyethylene Plastic",Special Order,,https://www.bhphotovideo.com/c/product/822165-REG/Summit_Lecterns_SFL103PL0_Freedom_Lectern_Purple_Granite.html,Summit
7845,Summit Lecterns Freedom Lectern (Blue Granite),"$1,694","For Indoor & Outdoor Use,Molded Single-piece Construction,¼"" (0.64 cm) Thick Shell,Tough Polyethylene Plastic",Special Order,,https://www.bhphotovideo.com/c/product/822164-REG/Summit_Lecterns_SFL103BL0_Freedom_Lectern_Blue_Granite.html,Summit
7846,Summit Lecterns Freedom Lectern (Beige Granite),"$1,694","For Indoor & Outdoor Use,Molded Single-piece Construction,¼"" (0.64 cm) Thick Shell,Tough Polyethylene Plastic",Special Order,,https://www.bhphotovideo.com/c/product/822162-REG/Summit_Lecterns_SFL103BG0_Freedom_Lectern_Beige_Granite.html,Summit
7847,"Da-Lite Providence 25"" Table Lectern (Laminate)","$1,698","Oversize Reading Surface,Storage Shelf,Reading Light,LED Digital Clock/Timer",Special Order,,https://www.bhphotovideo.com/c/product/703280-REG/Da_Lite_35784E_Providence_25_Table_Lectern.html,Da-Lite
7848,"Da-Lite 25"" Providence Tabletop Lectern (Light Oak Laminate)","$1,698","Digital Clock/Timer and LED Light,Two Power Outlets,Storage Shelf,110-120VAC Operation",Special Order,,https://www.bhphotovideo.com/c/product/918720-REG/da_lite_35784lol_25_providence_tabletop_lectern.html,Da-Lite
7849,"Da-Lite 25"" Providence Tabletop Lectern (Mahogany Laminate)","$1,698","Digital Clock/Timer and LED Light,Two Power Outlets,Storage Shelf,110-120VAC Operation",Special Order,,https://www.bhphotovideo.com/c/product/918722-REG/da_lite_35784ml_25_providence_tabletop_lectern.html,Da-Lite
7850,"Da-Lite 25"" Providence Tabletop Lectern (Gunstock Walnut Laminate)","$1,698","Digital Clock/Timer and LED Light,Two Power Outlets,Storage Shelf,110-120VAC Operation",Special Order,,https://www.bhphotovideo.com/c/product/918721-REG/da_lite_35784gwl_25_providence_tabletop_lectern.html,Da-Lite
7851,"Middle Atlantic Klasik Finishing Kit for 43"" Wide L5 Lectern Turret Frames (Thermolaminate, Bronze)","$1,704",,Special Order,,https://www.bhphotovideo.com/c/product/1420204-REG/middle_atlantic_l5_ktk_43bt_l5_klasik_turret_kit.html,Middle
7852,"Middle Atlantic L5 Series Flat Lectern Frame (23"" Wide, 1 Bay)","$2,030",,Special Order,https://static.bhphoto.com/images/images345x345/1579166351_1420111.jpg,https://www.bhphotovideo.com/c/product/1420111-REG/middle_atlantic_l5_flatfr_23ldw_flat_frame_l5_lectern_2_bay.html,Middle
7853,Projector Lamp AJ-LDX4,$184,For LG DX-420 / DS-420 Projectors,Special Order,https://static.bhphoto.com/images/images345x345/1514396871_1373373.jpg,https://www.bhphotovideo.com/c/product/1373373-REG/just_lamps_aj_ldx4_original_lamp_for_lg.html,Projector
7854,Yamaha RM-CR Remote Conference Processor,"$1,999","Audio Signal Processor for ADECIA System,USB, VoIP, Analog, and Bluetooth I/O,Connect Switcher for PoE Speakers & Mics,Automatic Audio Routing",Special Order,,https://www.bhphotovideo.com/c/product/1612536-REG/yamaha_ad_cr_rm_audio_processor.html,Yamaha
7855,Toa Electronics LENUBIO AM-CF1B Integrated Audio Collaboration System (Black),"$2,000","For Huddle Rooms and Meeting Spaces,Internal 8-Element Microphone Array,Integrated 2-Way Stereo Speaker System,Auto Echo Cancellation & Noise Reduction",Special Order,,https://www.bhphotovideo.com/c/product/1350840-REG/toa_electronics_am_cf1b_nubio_audio_collaboration_system.html,Toa
7856,Toa Electronics LENUBIO AM-CF1W Integrated Audio Collaboration System (White),"$2,000","For Huddle Rooms and Meeting Spaces,Internal 8-Element Microphone Array,Integrated 2-Way Stereo Speaker System,Auto Echo Cancellation & Noise Reduction",Special Order,,https://www.bhphotovideo.com/c/product/1350841-REG/toa_electronics_am_cf1w_nubio_audio_collaboration_system.html,Toa
7857,Bosch DCN-MR Meeting Recorder Software,"$2,050",,Special Order,,https://www.bhphotovideo.com/c/product/1271439-REG/bosch_f_01u_126_948_dcn_mr_meeting_recorder_software.html,Bosch
7858,ClearOne CONVERGE Pro 2 128SR Professional Audio DSP Platform,"$2,059","For Sound Reinforcement,12 x Mic/Line Inputs,8 x Mic/Line Outputs,USB Audio Interface",Special Order,,https://www.bhphotovideo.com/c/product/1310071-REG/clearone_9103200101_converge_pro_2_dsp.html,ClearOne
7859,Shure MXWAPT2 2-Channel Access Point Transceiver with ANIUSB-MATRIX USB Audio Network Interface,"$2,075","For Conferencing Applications,Works with Microflex Wireless Systems,For Dante Digital Networked Audio,Connect Wireless Mics to Network",Special Order,,https://www.bhphotovideo.com/c/product/1621064-REG/shure_mxwapt2_z10_usb_p_2_channel_access_point_transceiver.html,Shure
7860,"ClearOne Ceiling Microphone Array Analog- X Bundle (3 Array, 9 Channel, Black)","$2,188","Tri-Element Microphone, 360° Coverage,Optimized for Intelligibility,Full Audio Bandwidth and High SNR,Works with ClearOne DSP Mixers",Special Order,,https://www.bhphotovideo.com/c/product/1502430-REG/clearone_930_6200_309_b_a_ceiling_mic_array_analog_x.html,ClearOne
7861,"ClearOne Ceiling Microphone Array Analog- X Bundle (3 Array, 9 Channel, White)","$2,188","Tri-Element Microphone, 360° Coverage,Optimized for Intelligibility,Full Audio Bandwidth and High SNR,Works with ClearOne DSP Mixers",Special Order,,https://www.bhphotovideo.com/c/product/1502432-REG/clearone_930_6200_309_w_a_ceiling_mic_array_analog_x.html,ClearOne
7862,ClearOne INTERACT Pro 8i Microphone Expansion with AEC,"$2,189",,Special Order,,https://www.bhphotovideo.com/c/product/1283289-REG/clearone_910154065_interact_8i_microphone_expansion.html,ClearOne
7863,AMX CTC-1402 Conferencing Connectivity and Transport Kit,"$2,200","Switch Between BYOD and In-Room Devices,USB Connects Laptop/Phone to A/V System,4K60 4:4:4 Auto Scaling",Special Order,,https://www.bhphotovideo.com/c/product/1557004-REG/amx_ctc_1402_conferencing_connectivity_and_transport.html,AMX
7864,Anchor Audio Councilman CM-6 Conference Microphone Package,"$2,200","1 Chairman Mic, 5 Delegate Mics,AN-100CM Speaker Amplifier,Five 4' XLR Cables,One 25' XLR Cable",Special Order,,https://www.bhphotovideo.com/c/product/674259-REG/Anchor_Audio_CM_6_Councilman_CM_6_Conference_Microphone.html,Anchor
7865,"Bosch Conference Software Individual Channels, E-Code","$2,219",,Special Order,,https://www.bhphotovideo.com/c/product/1271454-REG/bosch_f_01u_138_788_conference_software_individual_channels.html,Bosch
7866,"Bosch Conference Software Attendance and Access, E-Code","$2,285",,Special Order,,https://www.bhphotovideo.com/c/product/1271450-REG/bosch_f_01u_138_786_conference_software_attendance_and.html,Bosch
7867,"Da-Lite Providence Tabletop Lectern (25"", Gunstock Walnut Laminate)","$1,845",,Special Order,https://static.bhphoto.com/images/images345x345/1406286412_1036837.jpg,https://www.bhphotovideo.com/c/product/1036837-REG/da_lite_35784egwl_providence_tabletop_lectern_25.html,Da-Lite
7868,Azden Infrared Wireless Microphone and Ceiling Mounted Speaker System for Classrooms (V2),"$1,250",,Special Order,https://static.bhphoto.com/images/images345x345/1580464521_1521589.jpg,https://www.bhphotovideo.com/c/product/1521589-REG/azden_ir_cs_infrared_wireless_microphone_and.html,Azden
7869,Yamaha RM-CG Ceiling Array Microphone for ADECIA Conferencing System (White),"$4,499","Clear Speech for Audio/Videoconferencing,4 Auto-Tracking Beams,Human Voice Activity Detection,PoE+ Dante Network Cable Connection",Special Order,,https://www.bhphotovideo.com/c/product/1612530-REG/yamaha_ad_cg_w_rm_ceiling_array_microphone.html,Yamaha
7870,Projector Lamp RLC-105,$188,For ViewSonic PJD7526W Projectors,Special Order,https://static.bhphoto.com/images/en/na500x500.jpg,https://www.bhphotovideo.com/c/product/1369058-REG/just_lamps_rlc_105_original_lamp_for_viewsonic.html,Projector
7871,"Middle Atlantic Klasik Finishing Kit for 43"" Wide L5 Lectern Turret Frames (Thermolaminate, Nickel)","$1,704",,Special Order,,https://www.bhphotovideo.com/c/product/1420206-REG/middle_atlantic_l5_ktk_43nt_l5_klasik_turret_kit.html,Middle
7872,Dsan PerfectCue Professional Kit with 2 PerfectCue Systems and Case,"$1,710","Light / Sound Signaling System,Belt Pack Integration Support,4-Pin Input/Output XLR Jacks,Volume Control",Back-Ordered,,https://www.bhphotovideo.com/c/product/1071674-REG/dsan_corp_pc_433_bp_kit_perfectcue_signaling_kit.html,Dsan
7873,alzatex ALZM09A Presentation TimeKeeper System with LED Display (Black),"$1,799","Wireless Count Up & Down Timer,Green, Yellow, & Red Warning Indicators",Special Order,,https://www.bhphotovideo.com/c/product/910294-REG/alzatex_alzm09a_presentation_timekeeper_system.html,alzatex
7874,"Middle Atlantic L5 Series Flat Lectern Frame (43"" Wide, 2 Bays)","$2,044",,Special Order,https://static.bhphoto.com/images/images345x345/1532084943_1420114.jpg,https://www.bhphotovideo.com/c/product/1420114-REG/middle_atlantic_l5_flatfr_ws43_flat_frame_l5_lectern.html,Middle
7875,"Middle Atlantic International L5 Series Flat Lectern Frame (23"" Wide, 1 Bay)","$2,045",,Special Order,,https://www.bhphotovideo.com/c/product/1420105-REG/middle_atlantic_il5_flatfr_ws23_international_flat_frame_l5.html,Middle
7876,"Middle Atlantic Sota Wood Finishing Kit for 33"" Wide L5 Lectern Flat Frames (High-Pressure Laminate)","$2,058",,Special Order,,https://www.bhphotovideo.com/c/product/1420223-REG/middle_atlantic_l5_sfk_33h_l5_sota_flat_woodkit.html,Middle
7877,"Middle Atlantic Sota Wood Finishing Kit for 33"" Wide L5 Lectern Turret Frames (High-Pressure Laminate)","$2,058",,Special Order,,https://www.bhphotovideo.com/c/product/1420232-REG/middle_atlantic_l5_stk_33h_l5_sota_turret_woodkit.html,Middle
7878,Middle Atlantic L2 Series Lectern with Connectivity (Grained Dark Cherry),"$2,064",Ships Fully Assembled,Special Order,,https://www.bhphotovideo.com/c/product/1416825-REG/middle_atlantic_l2ldc2ccmgc_l2_lectern_28wx25_deep_with_connectivity.html,Middle
7879,Middle Atlantic L2 Series Lectern with Connectivity (Knotted Maple),"$2,064",Ships Fully Assembled,Special Order,,https://www.bhphotovideo.com/c/product/1416827-REG/middle_atlantic_l2ldc2ccmkm_l2_lectern_28wx25_deep_with_connectivity.html,Middle
7880,Middle Atlantic L2 Series Lectern with Connectivity (Grained Ebony Ash),"$2,064",Ships Fully Assembled,Special Order,,https://www.bhphotovideo.com/c/product/1416826-REG/middle_atlantic_l2ldc2ccmge_l2_lectern_28wx25_deep_with_connectivity.html,Middle
7881,"Da-Lite Providence 25"" Table Lectern (Veneer)","$2,088","Oversize Reading Surface,Storage Shelf,Reading Light,LED Digital Clock/Timer",Special Order,,https://www.bhphotovideo.com/c/product/703274-REG/Da_Lite_35786E_Providence_25_Table_Lectern.html,Da-Lite
7882,"Da-Lite 25"" Providence Tabletop Lectern (Natural Walnut Veneer)","$2,088","Digital Clock/Timer and LED Light,Two Power Outlets,Storage Shelf,110-120VAC Operation",Special Order,,https://www.bhphotovideo.com/c/product/918728-REG/da_lite_35786nwv_25_providence_tabletop_lectern.html,Da-Lite
7883,Projector Lamp AJ-LDS3,$184,For LG DS-325 / DS-325B / DW-325 Projectors,Special Order,https://static.bhphoto.com/images/images345x345/1514398032_1373375.jpg,https://www.bhphotovideo.com/c/product/1373375-REG/just_lamps_aj_lds3_original_lamp_for_lg.html,Projector
7884,Projector Lamp AJ-LDX6,$184,For LG DX-630 Projectors,Special Order,,https://www.bhphotovideo.com/c/product/1373377-REG/just_lamps_aj_ldx6_original_lamp_for_lg.html,Projector
7885,ViewSonic RLC-080 Projector Lamp Module,$184,,Special Order,,https://www.bhphotovideo.com/c/product/926074-REG/viewsonic_rlc_080_replacement_projector_lamp.html,ViewSonic
7886,NEC NP18LP Replacement Lamp for Select Projector Models,$185,Select Model Compatibility,More on the Way,,https://www.bhphotovideo.com/c/product/770400-REG/NEC_NP18LP_NP18LP_Replacement_Lamp.html,NEC
7887,Projector Lamp BL-FP240G Replacement Lamp for Optoma Projectors,$185,,Special Order,,https://www.bhphotovideo.com/c/product/1670619-REG/projector_lamp_bl_fp240g_sp_7az01gc01_bl_fp240g_replacement_lamp_for.html,Projector
7888,Optoma Technology BL-FP285A Lamp,$186,,Special Order,,https://www.bhphotovideo.com/c/product/1380310-REG/optoma_technology_bl_fp285a_285w_replacment_lamp_for.html,Optoma
7889,Epson ELPLP77 Replacement Projector Lamp for PowerLite 4650/4750W/4855WU,$186,,More on the Way,,https://www.bhphotovideo.com/c/product/994219-REG/epson_v13h010l77_elplp77_replacement_projector_lamp.html,Epson
7890,Projector Lamp 5J.JDT05.001,$186,For BenQ MH856UST Projectors,Special Order,,https://www.bhphotovideo.com/c/product/1374156-REG/just_lamps_5j_jdt05_001_original_lamp_for_benq.html,Projector
7891,Projector Lamp 5J.JCA05.001,$186,For BenQ MX842UST / MW843UST / DX842UST / DW843UST / MW831UST Projectors,Special Order,,https://www.bhphotovideo.com/c/product/1374169-REG/just_lamps_5j_jca05_001_original_lamp_for_benq.html,Projector
7892,Projector Lamp 5J.J9H05.001,$186,For BenQ W1070+ / W108ST / HT1075 / W1070+W / i700 / i701JD / W1080ST+ Projectors,Back-Ordered - Special Order,,https://www.bhphotovideo.com/c/product/1374184-REG/just_lamps_5j_j9h05_001_original_lamp_for_benq.html,Projector
7893,Projector Lamp 5J.JE905.001,$186,For BenQ MH684 Projectors,Special Order,,https://www.bhphotovideo.com/c/product/1374154-REG/just_lamps_5j_je905_001_original_lamp_for_benq.html,Projector
7894,"Da-Lite Providence Tabletop Lectern (25"", Mahogany Laminate)","$1,845",,Special Order,https://static.bhphoto.com/images/images345x345/1406286412_1036839.jpg,https://www.bhphotovideo.com/c/product/1036839-REG/da_lite_35784eml_providence_tabletop_lectern_25.html,Da-Lite
7895,Listen Technologies ListenIR Advanced iDSP Level I System,"$1,262",,Special Order,https://static.bhphoto.com/images/images345x345/1593013038_1157357.jpg,https://www.bhphotovideo.com/c/product/1157357-REG/listen_technologies_ls_93_01_listen_ir_advanced_idsp.html,Listen
7896,Comtek CC-75 MLD Large Area Assistive Listening System,"$1,289","Includes Transmitter Base Station,Includes 2 Wireless Receivers,Includes 2 Earphones,AutoSmart Tuning Receivers",Special Order,,https://www.bhphotovideo.com/c/product/909507-REG/comtek_cc_75_mld_large_area.html,Comtek
7897,Listen Technologies ListenIR iDSP Level I System,"$1,299",,Special Order,,https://www.bhphotovideo.com/c/product/1157354-REG/listen_technologies_ls_90_01_listen_ir_idsp_level.html,Listen
7898,OWI Inc. Infrared Wireless Microphone System with One Handheld Mic and Four Black P6278P Patio Blaster P Series Speaker,"$1,329",,Special Order,,https://www.bhphotovideo.com/c/product/1157066-REG/owi_inc_crs201_h_6278b4_infrared_wireless_microphone.html,OWI
7899,Williams Sound FM T55 D FM+ Assistive Listening System with Dante (72 to 76 MHz),"$1,335","Assistive Listening with Smartphones,FM and Wi-Fi Transmission,Dante Audio Input,Uses iOS/Android WaveCAST App",Special Order,,https://www.bhphotovideo.com/c/product/1532735-REG/williams_sound_fm_t55_d_fm_plus_t55_with.html,Williams
7900,"OWI Inc. Infrared Wireless Microphone System with One Handheld Mic, One Pendant Mic, One Lapel Mic, and 4 IC6 In-Ceiling Speakers","$1,336",,Special Order,,https://www.bhphotovideo.com/c/product/1157082-REG/owi_inc_crs201_hp_ic64_infrared_wireless_microphone.html,OWI
7901,Azden IR-CSX IR Classroom System with Remote Transmitter Volume Control,"$1,349",,Special Order,,https://www.bhphotovideo.com/c/product/1030242-REG/azden_ir_csx_complete_ir_classroom_system.html,Azden
7902,Williams Sound IR SY5 SoundPlus Medium-Area Wireless Infrared System with 3 Headphones,"$1,350","1 x IR T2 Medium-Area IR Transmitter,3 x 4-Channel Infrared Receivers,3 x Folding Mono Headphones,2 x 18"" Induction Neckloops",Special Order,,https://www.bhphotovideo.com/c/product/1419677-REG/williams_sound_soundplus_ir_sy5_wireless.html,Williams
7903,Anchor Audio Tour-9000 Wireless Tour Guide Package for 6-Users (902 to 928 MHz),"$1,350","Complete 1-Way Wireless System,6x In-Ear Headphones,6x Battery-Powered Belt-Pack Receivers,1x Belt-Pack Transmitter & Microphone",Special Order,,https://www.bhphotovideo.com/c/product/1225761-REG/anchor_audio_tour_9000_tour_guide_package_assistive.html,Anchor
7904,Atlas Sound MAGPIE2-2 Atlas Learn Dual Magpie Wireless Microphone System,"$1,367",,Special Order,,https://www.bhphotovideo.com/c/product/1083837-REG/atlas_sound_magpie2_2_learn_dual_magpie.html,Atlas
7905,"TeachLogic IRQ-3650 Quantum II Wireless System with Sapphire Microphone/Transmitter, Handheld Microphone Transmitter & Drop-In Battery Charger","$1,383",,Special Order,,https://www.bhphotovideo.com/c/product/970807-REG/teachlogic_irq_3650_quantum_ii_receiver_with.html,TeachLogic
7906,Atlas Sound MYNA2-2 Dual Wireless Microphone and 6-Channel Mixer Bundle,"$1,427","For Classrooms or Boardrooms,Wireless Sound Reinforcement,6-Input Receiver/Mixer/Amplifier,Two Wireless Microphones",Special Order,,https://www.bhphotovideo.com/c/product/1359164-REG/atlas_sound_myna2_2.html,Atlas
7907,TeachLogic IRQ-3655 Quantum II Wireless System with 2 Sapphire Microphone/Transmitters & Drop-In Battery Charger,"$1,435",,Special Order,,https://www.bhphotovideo.com/c/product/970808-REG/teachlogic_irq_3655_quantum_ii_receiver_with.html,TeachLogic
7908,Comtek AT-216 Wireless Auditory Assistance Kit with Smart-Mic,"$1,469","Wireless Transmitter & Receiver,Neckloop Transmits to Hearing Aids,Smart-Mic Feature for Classroom Use,Included Omnidirectional Lapel Mic",Special Order,,https://www.bhphotovideo.com/c/product/909502-REG/comtek_at_216_smart_mic_at_216_wireless_auditory_assitance.html,Comtek
7909,Revolabs HD Gold Control Panel Software for Windows,"$1,494","Control Networked HD Systems and Mics,Graphic User Interface,Configure Settings",Special Order,,https://www.bhphotovideo.com/c/product/715303-REG/Revolabs_10_HDCTRLPNL_GOLD_HD_Gold_Control_Panel.html,Revolabs
7910,Listen Technologies ListenTALK GO System,"$1,498",,Special Order,,https://www.bhphotovideo.com/c/product/1546142-REG/listen_technologies_lks_5_a1_listentalk_go_system.html,Listen
7911,Comtek AT-216 Auditory Assistance Kit with Enviro-Mic Receiver,"$1,528","Wireless Transmitter & Receiver,Neckloop Transmits to Hearing Aids,Included Omnidirectional Lapel Mic,Table Mic Adapter for Conferences",Special Order,,https://www.bhphotovideo.com/c/product/909499-REG/comtek_at_216_enviro_mic_enviro_mic_dig_synth_wrls.html,Comtek
7912,TeachLogic IRF-2150 Forum 232 Wireless Microphone System with Four Wall Mount Speakers,"$1,528",,Special Order,,https://www.bhphotovideo.com/c/product/1027004-REG/teachlogic_irf_2150_wm4_irf_2150_forum_232_wireless.html,TeachLogic
7913,Projector Lamp RLC-083,$188,For ViewSonic PJD5232 / PJD5234 Projectors,Special Order,https://static.bhphoto.com/images/images345x345/1514979401_1371851.jpg,https://www.bhphotovideo.com/c/product/1371851-REG/just_lamps_rlc_083_original_lamp_for_viewsonic.html,Projector
7914,Projector Lamp RLC-114,$188,For ViewSonic PG703X Projectors,Special Order,,https://www.bhphotovideo.com/c/product/1369065-REG/just_lamps_rlc_114_original_lamp_for_viewsonic.html,Projector
7915,Projector Lamp RLC-104,$188,For ViewSonic PJD7326 Projectors,Special Order,,https://www.bhphotovideo.com/c/product/1369066-REG/just_lamps_rlc_104_original_lamp_for_viewsonic.html,Projector
7916,Projector Lamp MC.JH511.004,$188,For Acer P1173 / X1173 / X1173A / X1273 Projectors,Special Order,,https://www.bhphotovideo.com/c/product/1374051-REG/just_lamps_mc_jh511_004_original_lamp_for_acer.html,Projector
7917,Projector Lamp MC.JF411.002,$188,For Acer P1340W / P1341W / X1340WH Projectors,Special Order,,https://www.bhphotovideo.com/c/product/1371819-REG/just_lamps_mc_jf411_002_original_lamp_for_acer.html,Projector
7918,Projector Lamp ELPLP64,$188,"For Epson VS410 / VS350W / PowerLite D6250,For PowerLite D6155W / PowerLite 935W / PowerLite 1880,For PowerLite 1850W / H425A / EB-D6250 / EB-D6155W / EB-935W,For EB-1880 / EB-1870 / EB-1860 / EB-1850W / EB-1840W",Back-Ordered - Special Order,,https://www.bhphotovideo.com/c/product/1377227-REG/just_lamps_elplp64_original_lamp_for_epson.html,Projector
7919,Projector Lamp SP.80V01.001,$188,For Nobo S15E Projectors,Special Order,,https://www.bhphotovideo.com/c/product/1375797-REG/just_lamps_sp_80v01_001_original_lamp_for_nobo.html,Projector
7920,Acer Replacement Lamp for P1265 DLP Projector,$188,,Special Order,,https://www.bhphotovideo.com/c/product/870609-REG/Acer_EC_J5200_001_Replacement_Lamp_for_the.html,Acer
7921,NEC NENP13LP Projector Lamp,$189,"Designed for the NEC NP110, NEC NP110G, NEC NP115, NEC NP115G, NEC NP210, NEC NP210G, NEC NP215, NEC NP215G, NEC NP216, NEC V230X, and NEC V260X Projectors",In Stock,,https://www.bhphotovideo.com/c/product/656156-REG/NEC_NP13LP_Lamp_for_NP110_NP215_Projectors.html,NEC
7922,Projector Lamp 5J.J6V05.001,$189,For BenQ MX520 / MX703 / MX520 / MX703 Projectors,Special Order,,https://www.bhphotovideo.com/c/product/1371946-REG/just_lamps_5j_j6v05_001_original_lamp_for_benq.html,Projector
7923,Projector Lamp 5J.J8J05.001,$189,For BenQ MW663 Projectors,Special Order,,https://www.bhphotovideo.com/c/product/1371954-REG/just_lamps_5j_j8j05_001_original_lamp_for_benq.html,Projector
7924,ViewSonic RLC-065 Projector Lamp,$189,,Special Order,,https://www.bhphotovideo.com/c/product/799964-REG/Viewsonic_RLC_065_RLC_065_Replacement_Lamp.html,ViewSonic
7925,Vivitek 5811116320-S Replacement Projector Lamp,$190,"For the Vivitek D510, Vivitek D508, and other Projectors",Special Order,,https://www.bhphotovideo.com/c/product/753600-REG/Vivitek_5811116320_S_5811116320_S_Replacement_Projector_Lamp.html,Vivitek
7926,Anchor Audio ACL2-U4 Acclaim Tabletop Lectern with Two Built-In Dual Wireless Microphone Receivers,"$1,800","1.9 GHz DECT Frequency Band,Reaches Crowds of 500 or More,Built-In Rechargeable Lithium Battery,2 x Built-In Dual-Wireless Receivers",Special Order,,https://www.bhphotovideo.com/c/product/1453039-REG/anchor_audio_acl2_u4_acclaim_tabletop_lectern_with.html,Anchor
7927,Summit Lecterns DaVinci Presenter Lectern (Black),"$1,829","Lightweight & Portable,1-Piece Construction,Durable and Waterproof Shell,Customizable Inserts & Logos",Special Order,,https://www.bhphotovideo.com/c/product/822336-REG/Summit_Lecterns_SPDV12BK0_DaVinci_Presenter_Lectern_Black.html,Summit
7928,Summit Lecterns DaVinci Presenter Lectern (Gray Granite),"$1,829","Lightweight & Portable,1-Piece Construction,Durable and Waterproof Shell,Customizable Inserts & Logos",Special Order,,https://www.bhphotovideo.com/c/product/822341-REG/Summit_Lecterns_SPDV12GG0_DaVinci_Presenter_Lectern_Gray.html,Summit
7929,Summit Lecterns DaVinci Presenter Lectern (Purple Granite),"$1,829","Lightweight & Portable,1-Piece Construction,Durable and Waterproof Shell,Customizable Inserts & Logos",Special Order,,https://www.bhphotovideo.com/c/product/822343-REG/Summit_Lecterns_SPDV12PL0_DaVinci_Presenter_Lectern_Purple.html,Summit
7930,Summit Lecterns DaVinci Presenter Lectern (Beige Granite),"$1,829","Lightweight & Portable,1-Piece Construction,Durable and Waterproof Shell,Customizable Inserts & Logos",Special Order,,https://www.bhphotovideo.com/c/product/822339-REG/Summit_Lecterns_SPDV12BG0_DaVinci_Presenter_Lectern_Beige.html,Summit
